type,id,title,publishedTime,duration,viewCount->text,viewCount->short,thumbnails->0->url,thumbnails->0->width,thumbnails->0->height,thumbnails->1->url,thumbnails->1->width,thumbnails->1->height,richThumbnail->url,richThumbnail->width,richThumbnail->height,descriptionSnippet,channel->name,channel->id,channel->thumbnails->0->url,channel->thumbnails->0->width,channel->thumbnails->0->height,channel->link,accessibility->title,accessibility->duration,link,shelfTitle,videoCount,thumbnails->2->url,thumbnails->2->width,thumbnails->2->height,thumbnails->3->url,thumbnails->3->width,thumbnails->3->height,richThumbnail
video,l8Imtec4ReQ,Kivy Course - Create Python Games and Mobile Apps,2 days ago,5:41:27,"33,615 views",33K views,https://i.ytimg.com/vi/l8Imtec4ReQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMDKKfFD2x8hn5vKMMpVtq6U7qRg,360,202,https://i.ytimg.com/vi/l8Imtec4ReQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpkyari0SD4EmmkSB7eM_qmHUghQ,720.0,404.0,https://i.ytimg.com/an_webp/l8Imtec4ReQ/mqdefault_6s.webp?du=3000&sqp=CKTi-4QG&rs=AOn4CLDkR18QtaaTLQpJZoBk_U7JJCDtSg,320.0,180.0,,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,https://yt3.ggpht.com/ytc/AAUvwnifaQZvAunS0OFb2y_cieoVjLCVjqQW8Exf3BC1gg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"Kivy Course - Create Python Games and Mobile Apps by freeCodeCamp.org 2 days ago 5 hours, 41 minutes 33,615 views","5 hours, 41 minutes, 27 seconds",https://www.youtube.com/watch?v=l8Imtec4ReQ,,,,,,,,,
video,k0ujghMW96w,Anaconda vs Python - किसकी होगी जीत | Duniya ka sabse bada saap | Duniya ka sabse lamba saap,6 months ago,8:03,"550,965 views",550K views,https://i.ytimg.com/vi/k0ujghMW96w/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXN9_BAUC8dmxPq0i_gI1u_uViuw,360,202,https://i.ytimg.com/vi/k0ujghMW96w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJ7SxCVeGwyq2gxqx2X9HYIds03g,720.0,404.0,https://i.ytimg.com/an_webp/k0ujghMW96w/mqdefault_6s.webp?du=3000&sqp=CJTd-4QG&rs=AOn4CLBF2ZDjHKl4z4ZVXLi2obBbt9JjHw,320.0,180.0,,Secret Sach,UC1AV3Ts0VdTxrAVQO1GXa_g,https://yt3.ggpht.com/ytc/AAUvwnjbJ-LM1sfYHj68_Vfe327iYk_hpXkMoUW5eZyF=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC1AV3Ts0VdTxrAVQO1GXa_g,"Anaconda vs Python - किसकी होगी जीत | Duniya ka sabse bada saap | Duniya ka sabse lamba saap by Secret Sach 6 months ago 8 minutes, 3 seconds 550,965 views","8 minutes, 3 seconds",https://www.youtube.com/watch?v=k0ujghMW96w,,,,,,,,,
video,bJOvYgSqrOs,Zoom Clone in Python,3 weeks ago,24:27,"40,608 views",40K views,https://i.ytimg.com/vi/bJOvYgSqrOs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABNcSFqdAGvyfDOZDzRi8QlJlvHA,360,202,https://i.ytimg.com/vi/bJOvYgSqrOs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWtQ6jkMtcBP7W5xFaWu1qfnqF_w,720.0,404.0,https://i.ytimg.com/an_webp/bJOvYgSqrOs/mqdefault_6s.webp?du=3000&sqp=CPy8-4QG&rs=AOn4CLCSqMEIFE4oswQmQs4AMYj94Um4_Q,320.0,180.0,,NeuralNine,UC8wZnXYK_CGKlBcZp-GxYPA,https://yt3.ggpht.com/ytc/AAUvwniZ0iAR0-iiqjCju5guN6OlEE_blepRLtwIy1Qn-Q=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,"Zoom Clone in Python by NeuralNine 3 weeks ago 24 minutes 40,608 views","24 minutes, 27 seconds",https://www.youtube.com/watch?v=bJOvYgSqrOs,,,,,,,,,
video,OaeHnwnlDqw,Feeding a Reticulated Python | Secrets of the Zoo: Down Under,4 weeks ago,4:10,"433,117 views",433K views,https://i.ytimg.com/vi/OaeHnwnlDqw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_N1W7jRszhcu12yxXOnDmQWzvnQ,360,202,https://i.ytimg.com/vi/OaeHnwnlDqw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwUQ1tsiNOMtVZEpfPjbHAlXKpzA,720.0,404.0,https://i.ytimg.com/an_webp/OaeHnwnlDqw/mqdefault_6s.webp?du=3000&sqp=CMS3-4QG&rs=AOn4CLCIYhxOPUqLMqcDyhmznbvEoaZhAg,320.0,180.0,,Nat Geo WILD,UCDPk9MG2RexnOMGTD-YnSnA,https://yt3.ggpht.com/ytc/AAUvwnhra8IUP_14E9SvO_Ol0_GtsgfxlyyzV2beB_cjNQ=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCDPk9MG2RexnOMGTD-YnSnA,"Feeding a Reticulated Python | Secrets of the Zoo: Down Under by Nat Geo WILD 4 weeks ago 4 minutes, 10 seconds 433,117 views","4 minutes, 10 seconds",https://www.youtube.com/watch?v=OaeHnwnlDqw,,,,,,,,,
video,tK_j7bKhCXM,Khordha Forest Dept Makes Arrangements To Protect Python & Her Eggs In Forest | Odisha,2 days ago,3:37,"6,195 views",6.1K views,https://i.ytimg.com/vi/tK_j7bKhCXM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-jKXXfjW9NoWCwEIVu508Y0UkcQ,360,202,https://i.ytimg.com/vi/tK_j7bKhCXM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCD2hot2UBrlUUMiaiV0E8gBRf5Jg,720.0,404.0,https://i.ytimg.com/an_webp/tK_j7bKhCXM/mqdefault_6s.webp?du=3000&sqp=CIvD-4QG&rs=AOn4CLCovpLGqcumCNWbQ29v9mVOH8pKEA,320.0,180.0,,OTV,UCCgLMMp4lv7fSD2sBz1Ai6Q,https://yt3.ggpht.com/ytc/AAUvwngTgFZ2Tp71J0mcvE_2mlS8wSrWm2d0zm7JGupBFg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCCgLMMp4lv7fSD2sBz1Ai6Q,"Khordha Forest Dept Makes Arrangements To Protect Python & Her Eggs In Forest | Odisha by OTV 2 days ago 3 minutes, 37 seconds 6,195 views","3 minutes, 37 seconds",https://www.youtube.com/watch?v=tK_j7bKhCXM,,,,,,,,,
video,SpTAxH_Geow,#25 Python Tutorial for Beginners | Prime Number in Python,2 years ago,4:11,"391,013 views",391K views,https://i.ytimg.com/vi/SpTAxH_Geow/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiHY5mAmsyYM5xk1q8tME4mcKz-g,360,202,https://i.ytimg.com/vi/SpTAxH_Geow/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBk1VOdUmQcTTDqioQAYoSTpVS1HQ,720.0,404.0,https://i.ytimg.com/an_webp/SpTAxH_Geow/mqdefault_6s.webp?du=3000&sqp=CJiq-4QG&rs=AOn4CLBjGkOEwTZPTrxeiDmkatNN3kqV6w,320.0,180.0,,Telusko,UC59K-uG2A5ogwIrHw4bmlEg,https://yt3.ggpht.com/ytc/AAUvwnge5NyVX7anyIFrIaWVfxpyOfJifDHzMAU5GMmA=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg,"#25 Python Tutorial for Beginners | Prime Number in Python by Telusko 2 years ago 4 minutes, 11 seconds 391,013 views","4 minutes, 11 seconds",https://www.youtube.com/watch?v=SpTAxH_Geow,,,,,,,,,
video,Igi0BtCtmiw,Python-5 vs Asraam vs PL-10E vs Vymple R73 Close combat Misiles.,1 day ago,8:18,"6,172 views",6.1K views,https://i.ytimg.com/vi/Igi0BtCtmiw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCv1BBylCboLYpOPH7Xih5VdpSMcQ,360,202,https://i.ytimg.com/vi/Igi0BtCtmiw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9fpQMrVjkH2J9nPFWxDzqDsLq-w,720.0,404.0,,,,,DEFENCE LOVERS INDIA,UCUQEcRt1OMR3xE7fL34FqQQ,https://yt3.ggpht.com/ytc/AAUvwniEdPbk07WmcDmqufz4SuWXCntDH9L1zzPHX77QYQ=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCUQEcRt1OMR3xE7fL34FqQQ,"Python-5 vs Asraam vs PL-10E vs Vymple R73 Close combat Misiles. by DEFENCE LOVERS INDIA 1 day ago 8 minutes, 18 seconds 6,172 views","8 minutes, 18 seconds",https://www.youtube.com/watch?v=Igi0BtCtmiw,,,,,,,,,
video,pgpffbsIQ34,She Slept With Her Python Every Night Until Her Vet Uncovered the Deadly Truth,1 month ago,9:58,"283,054 views",283K views,https://i.ytimg.com/vi/pgpffbsIQ34/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCE0iYJrpXhYTaje3x1B1Hjex3e0A,360,202,https://i.ytimg.com/vi/pgpffbsIQ34/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8W1jbmqgoH0QE0OMLU6F1KRZOsg,720.0,404.0,https://i.ytimg.com/an_webp/pgpffbsIQ34/mqdefault_6s.webp?du=3000&sqp=COLM-4QG&rs=AOn4CLAbplJCK0L9XJxK1asAVhk5zaXi4w,320.0,180.0,,#Mind Warehouse,UCYenDLnIHsoqQ6smwKXQ7Hg,https://yt3.ggpht.com/ytc/AAUvwng2r9VguYVJhfrH-ZYmSRlUwNzvX4IdGpdstWBr=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCYenDLnIHsoqQ6smwKXQ7Hg,"She Slept With Her Python Every Night Until Her Vet Uncovered the Deadly Truth by #Mind Warehouse 1 month ago 9 minutes, 58 seconds 283,054 views","9 minutes, 58 seconds",https://www.youtube.com/watch?v=pgpffbsIQ34,,,,,,,,,
video,7dt26AERBbI,Indian rock python. साथियों कोई सोच भी नहीं सकता कि अजगर इसको भी निंगल सकता है। see the full video.,7 months ago,6:12,"7,124,121 views",7.1M views,https://i.ytimg.com/vi/7dt26AERBbI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4fvFIsNdNrMu_NgZLRtDfQmp6Qw,360,202,https://i.ytimg.com/vi/7dt26AERBbI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCW4m_ZDk69Uh37tKDTbXjwYu6f9A,720.0,404.0,https://i.ytimg.com/an_webp/7dt26AERBbI/mqdefault_6s.webp?du=3000&sqp=CJ6s-4QG&rs=AOn4CLBD7sdnprmoxuotX2fbmVEtHLEFjw,320.0,180.0,,Razak Shah Snake Rescuer,UCohP4e0vqKZBImaOMPjMoIg,https://yt3.ggpht.com/ytc/AAUvwnibDGEFDDGCmc5kJzGcn1cgaPqsFGIlvVZ1E7Amiw=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCohP4e0vqKZBImaOMPjMoIg,"Indian rock python. साथियों कोई सोच भी नहीं सकता कि अजगर इसको भी निंगल सकता है। see the full video. by Razak Shah Snake Rescuer 7 months ago 6 minutes, 12 seconds 7,124,121 views","6 minutes, 12 seconds",https://www.youtube.com/watch?v=7dt26AERBbI,,,,,,,,,
video,LHBE6Q9XlzI,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",11 months ago,12:19:52,"828,860 views",828K views,https://i.ytimg.com/vi/LHBE6Q9XlzI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgvIPnpKUikLi4X9tEFc200Cu3Ag,360,202,https://i.ytimg.com/vi/LHBE6Q9XlzI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA34SrMs9yxby6l6JWlHRQnwyzj8w,720.0,404.0,,,,,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,https://yt3.ggpht.com/ytc/AAUvwnifaQZvAunS0OFb2y_cieoVjLCVjqQW8Exf3BC1gg=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib) by freeCodeCamp.org 11 months ago 12 hours 828,860 views","12 hours, 19 minutes, 52 seconds",https://www.youtube.com/watch?v=LHBE6Q9XlzI,,,,,,,,,
video,T936yTchDck,Python Tutorial | Python Course | Intellipaat,10 months ago,10:25:16,"1,293,372 views",1.2M views,https://i.ytimg.com/vi/T936yTchDck/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOQgjzk32LN8FudiMOgEE8MxzYRQ,360,202,https://i.ytimg.com/vi/T936yTchDck/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCe3zaNkcFHJt4wbg9jVaUpYWplg,720.0,404.0,https://i.ytimg.com/an_webp/T936yTchDck/mqdefault_6s.webp?du=3000&sqp=CMfM-4QG&rs=AOn4CLDIL_SOcXmLf0C0tj5hNIfjz4g5Rg,320.0,180.0,,Intellipaat,UCCktnahuRFYIBtNnKT5IYyg,https://yt3.ggpht.com/ytc/AAUvwng9-kgeI3jj_GsfbEkgNshnCKm5dXuIifmawoetYI0=s68-c-k-c0x00ffffff-no-rj,68.0,68.0,https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg,"Python Tutorial | Python Course | Intellipaat by Intellipaat 10 months ago 10 hours, 25 minutes 1,293,372 views","10 hours, 25 minutes, 16 seconds",https://www.youtube.com/watch?v=T936yTchDck,,,,,,,,,
