regular,Total Videos,Average Video Views,Average Video Rating,Average Video Duration,Total Views,Total Duration,Least Video View Count,Least Rated Video,Oldest Video Publish Date,Oldest Video Uploaded Date,Shortest Video Duration,Most Video View Count,Most Rated Video,Recent Video Publish Date,Recent Video Uploaded Date,Longest Video Duration
Corey Schafer,1,578.3 K,5.0,0:53:18,578.3 K,0:53:18,578.3 K,5.0,2017-10-24,2017-10-24,0:53:18,578.3 K,5.0,2017-10-24,2017-10-24,0:53:18
