api,Total Videos,Average Video Views,Average Video Rating,Average Video Duration,Total Views,Total Duration,Least Video View Count,Least Rated Video,Oldest Video Publish Date,Oldest Video Uploaded Date,Shortest Video Duration,Most Video View Count,Most Rated Video,Recent Video Publish Date,Recent Video Uploaded Date,Longest Video Duration
Python Tutorials,12,198.2 K,5.0,0:31:51,2.4 M,6:22:12,22.9 K,5.0,2017-11-08,2017-11-08,0:04:32,747.5 K,5.0,2020-09-10,2020-09-10,0:56:27
