flask,Total Videos,Average Video Views,Average Video Rating,Average Video Duration,Total Views,Total Duration,Least Video View Count,Least Rated Video,Oldest Video Publish Date,Oldest Video Uploaded Date,Shortest Video Duration,Most Video View Count,Most Rated Video,Recent Video Publish Date,Recent Video Uploaded Date,Longest Video Duration
Python Tutorials,15,270.8 K,5.0,0:35:23,4.1 M,8:50:42,57.3 K,5.0,2018-05-04,2018-05-04,0:12:45,1.2 M,5.0,2019-01-24,2019-01-24,1:15:00
