live,Total Videos,Average Video Views,Average Video Rating,Average Video Duration,Total Views,Total Duration,Least Video View Count,Least Rated Video,Oldest Video Publish Date,Oldest Video Uploaded Date,Shortest Video Duration,Most Video View Count,Most Rated Video,Recent Video Publish Date,Recent Video Uploaded Date,Longest Video Duration
Python Tutorials,1,165.3 K,5.0,0:20:34,165.3 K,0:20:34,165.3 K,5.0,2019-06-18,2019-06-18,0:20:34,165.3 K,5.0,2019-06-18,2019-06-18,0:20:34
